7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
7,7,7,7,7,12,12,12,12,12,12,10,15,10,12,10,15,10,12,12,12,12,12,12,12,10,15,10,12,12,12,12,11,15,4,4,4,4,4,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,8,0,6,6,6,6,6,6,6,1,8,0,6,6,6,6,1,8,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,2,5,5,5,5,5,5,5,3,9,2,5,5,5,5,3,9,4,4,4,4,4,4
7,7,7,7,7,15,11,12,12,12,12,10,15,10,12,10,15,10,12,10,15,10,12,12,12,10,15,10,12,12,12,12,11,15,4,4,4,4,4,4
7,7,7,7,7,9,0,6,6,6,6,1,9,0,6,6,6,6,6,1,8,0,6,6,6,1,8,0,6,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,25,7,12,4,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25
7,7,7,7,7,9,2,5,5,5,5,3,9,2,5,5,5,5,5,3,9,2,5,5,5,3,9,2,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,15,11,12,12,12,12,11,15,11,12,12,12,12,12,11,15,11,12,12,12,11,15,11,12,12,12,12,11,15,4,4,4,4,4,4
