7,7,7,7,7,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,4,25,25,25,25,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7,7,7,7,7,10,4,25,25,25,25,7,10,12,12,12,12,12,12,10,4,25,25,25,25,7,10,12,12,12,12,12,12,10,4,4,4,4,4,4
7,7,7,7,7,12,4,25,25,25,25,7,12,0,6,6,6,6,1,12,4,25,25,25,25,7,12,0,6,6,6,6,1,12,4,4,4,4,4,4
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
7,7,7,7,7,12,2,5,5,5,5,3,12,2,5,5,5,5,3,12,2,5,5,5,5,3,12,2,5,5,5,5,3,12,4,4,4,4,4,4
7,7,7,7,7,10,12,12,12,12,12,12,10,12,12,12,12,10,12,10,12,12,12,12,12,12,10,12,12,12,12,12,12,10,4,4,4,4,4,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,12,0,6,6,6,6,6,6,1,12,0,6,6,6,6,1,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,12,4,25,25,25,25,25,25,7,12,4,25,25,25,25,7,12,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,12,2,5,5,5,5,5,5,3,12,2,5,5,5,5,3,12,4,4,4,4,4,4
7,7,7,7,7,10,12,12,12,12,12,12,10,12,12,12,12,10,12,10,12,12,12,12,12,12,10,12,12,12,12,12,12,10,4,4,4,4,4,4
7,7,7,7,7,12,0,6,6,6,6,1,12,0,6,6,6,6,1,12,0,6,6,6,6,1,12,0,6,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,7,12,4,25,25,25,25,25,25,25,25,25,25,25,25
